City_ID,city,lat,lng,max_Temp,humidity,cloudiness,wind_Speed,country,date
368,alihe,50.5667,123.7167,53.47,24,100,11.32,CN,2023-04-17 03:58:56
369,scarborough,54.2797,-0.4044,47.34,88,79,1.99,GB,2023-04-17 03:58:56
370,luang prabang,19.8856,102.1347,91.36,52,0,4.61,LA,2023-04-17 03:58:57
371,cabra,37.4725,-4.4421,51.06,68,17,3.33,ES,2023-04-17 03:58:57
372,batangafo,7.3008,18.2833,70.79,83,74,4.14,CF,2023-04-17 03:58:57
373,klamath falls,42.2249,-121.7817,44.51,57,0,14.97,US,2023-04-17 03:56:45
374,dawlatabad,36.4141,64.9053,63.52,37,100,15.39,AF,2023-04-17 03:58:57
375,dunedin,-45.8742,170.5036,61.9,65,84,7.76,NZ,2023-04-17 03:58:58
376,kysyl-syr,63.8986,122.7617,32.63,100,100,7.47,RU,2023-04-17 03:58:58
377,north bend,43.4065,-124.2243,48.11,80,40,6.91,US,2023-04-17 03:58:58
378,santa fe,-31.6333,-60.7,60.01,79,93,8.01,AR,2023-04-17 03:58:58
379,nelson bay,-32.7167,152.15,72.09,63,98,8.01,AU,2023-04-17 03:58:58
380,kamenka,51.3223,42.7678,41.68,54,94,5.32,RU,2023-04-17 03:58:58
381,mamakan,57.8161,114.0028,25.3,53,38,3.31,RU,2023-04-17 03:58:59
382,sibu,2.3,111.8167,88.11,70,40,2.3,MY,2023-04-17 03:58:59
383,vuktyl,63.8567,57.3094,30.13,95,100,6.38,RU,2023-04-17 03:58:59
384,pemba,-12.974,40.5178,74.62,89,57,12.95,MZ,2023-04-17 03:58:59
385,bestobe,52.4994,73.0975,31.68,61,100,14.54,KZ,2023-04-17 03:59:00
386,maroantsetra,-15.4333,49.7333,76.5,86,82,6.04,MG,2023-04-17 03:59:00
387,marrakesh,31.6315,-8.0083,68.07,49,0,2.3,MA,2023-04-17 03:59:00
388,vaitape,-16.5167,-151.75,81.81,73,29,8.43,PF,2023-04-17 03:59:00
389,muros,42.7762,-9.0603,50.85,91,86,5.73,ES,2023-04-17 03:59:00
390,lavrentiya,65.5833,-171.0,9.54,87,31,0.54,RU,2023-04-17 03:59:01
391,jacareacanga,-6.2222,-57.7528,72.97,98,98,1.01,BR,2023-04-17 03:59:01
392,buala,-8.145,159.5921,82.44,71,69,4.72,SB,2023-04-17 03:59:01
393,fort nelson,58.8053,-122.7002,53.19,40,100,4.61,CA,2023-04-17 03:59:01
394,celestun,20.8667,-90.4,76.15,77,0,15.88,MX,2023-04-17 03:59:01
395,filingue,14.3521,3.3168,80.58,13,96,4.27,NE,2023-04-17 03:59:02
396,homer,59.6425,-151.5483,33.76,90,100,13.0,US,2023-04-17 03:59:03
397,cabedelo,-6.9811,-34.8339,74.07,82,100,9.44,BR,2023-04-17 03:59:03
398,tilichiki,60.4667,166.1,30.76,98,100,12.12,RU,2023-04-17 03:59:03
399,atasu,48.6814,71.6433,29.25,82,100,20.47,KZ,2023-04-17 03:59:04
400,behbahan,30.5959,50.2417,69.8,31,0,1.66,IR,2023-04-17 03:59:04
401,cuamba,-14.8031,36.5372,64.15,96,87,3.87,MZ,2023-04-17 03:59:04
402,hualmay,-11.0964,-77.6139,75.06,81,96,8.52,PE,2023-04-17 03:59:05
403,galesong,-5.3166,119.3661,87.82,71,77,3.38,ID,2023-04-17 03:59:05
404,castanhal,-1.2939,-47.9264,74.3,94,100,2.53,BR,2023-04-17 03:59:05
405,coos bay,43.3665,-124.2179,48.18,81,40,6.91,US,2023-04-17 03:59:06
406,charters towers,-20.1,146.2667,73.6,76,98,18.54,AU,2023-04-17 03:59:06
407,baiao,-2.7906,-49.6717,73.74,99,100,1.32,BR,2023-04-17 03:59:06
408,curup,-3.4667,102.5333,82.92,56,100,4.05,ID,2023-04-17 03:59:06
409,goulburn,-34.75,149.7167,62.78,46,0,1.99,AU,2023-04-17 03:59:07
410,dongsheng,39.8161,109.9776,69.37,24,92,22.88,CN,2023-04-17 03:59:07
411,ukiah,39.1502,-123.2078,51.64,81,85,1.01,US,2023-04-17 03:59:08
412,awjilah,29.1081,21.2869,67.71,25,0,7.54,LY,2023-04-17 03:59:08
413,adrar,20.5022,-10.0711,76.37,20,0,8.75,MR,2023-04-17 03:59:08
414,san patricio,28.017,-97.5169,73.26,55,0,7.07,US,2023-04-17 03:59:08
415,panacan,9.2463,118.4082,85.6,68,99,5.55,PH,2023-04-17 03:59:09
416,pangkalanbuun,-2.6833,111.6167,93.63,49,68,2.48,ID,2023-04-17 03:59:09
417,cairns,-16.9167,145.7667,80.11,90,100,13.8,AU,2023-04-17 03:58:43
418,eureka,40.8021,-124.1637,50.94,87,74,4.76,US,2023-04-17 03:59:09
419,tumaco,1.7986,-78.8156,74.95,92,100,4.16,CO,2023-04-17 03:59:10
420,altamira,-3.2033,-52.2064,74.07,99,100,1.23,BR,2023-04-17 03:59:10
421,oussouye,12.485,-16.5469,75.38,73,2,3.78,SN,2023-04-17 03:59:11
422,thompson,55.7435,-97.8558,32.16,47,40,6.91,CA,2023-04-17 03:59:12
423,bowen,-20.0167,148.2333,75.92,81,100,6.89,AU,2023-04-17 03:59:12
424,los llanos de aridane,28.6585,-17.9182,62.35,86,100,6.91,ES,2023-04-17 03:59:12
425,shenjiamen,29.9576,122.298,62.65,92,21,18.28,CN,2023-04-17 03:59:12
426,lata,40.1629,-8.3327,53.92,59,37,4.27,PT,2023-04-17 03:59:12
427,makakilo city,21.3469,-158.0858,79.12,68,0,12.66,US,2023-04-17 03:59:13
428,iquique,-20.2208,-70.1431,64.44,78,100,3.71,CL,2023-04-17 03:54:51
429,teya,60.3778,92.6267,16.84,78,100,5.64,RU,2023-04-17 03:59:13
430,shrigonda,18.6167,74.6833,88.68,13,88,12.64,IN,2023-04-17 03:59:13
431,tiksi,71.6872,128.8694,9.03,91,100,4.14,RU,2023-04-17 03:59:14
432,correntina,-13.3433,-44.6367,76.57,55,53,1.21,BR,2023-04-17 03:59:14
433,biltine,14.5333,20.9167,84.99,10,76,15.3,TD,2023-04-17 03:59:14
434,ilhabela,-23.7781,-45.3581,73.33,90,29,8.25,BR,2023-04-17 03:59:15
435,mao,39.8885,4.2658,52.36,87,0,5.75,ES,2023-04-17 03:59:15
436,sidney,-33.8679,151.2073,71.76,63,20,12.66,AU,2023-04-17 03:55:59
437,cabuyaro,4.2817,-72.794,74.16,97,100,0.49,CO,2023-04-17 03:59:16
438,stornoway,58.2093,-6.3865,50.94,94,100,0.0,GB,2023-04-17 03:59:16
439,daru,-9.0763,143.2092,85.55,72,97,6.31,PG,2023-04-17 03:59:16
440,villiers,-27.0303,28.6006,47.32,65,0,3.42,ZA,2023-04-17 03:59:16
441,navalmoral de la mata,39.8916,-5.5406,57.96,45,3,3.38,ES,2023-04-17 03:59:17
442,dingle,10.9995,122.6711,90.68,54,85,6.29,PH,2023-04-17 03:59:17
443,sungairaya,0.7,108.9,88.41,58,85,5.53,ID,2023-04-17 03:59:17
444,zhireken,52.8249,117.3076,39.15,34,81,6.96,RU,2023-04-17 03:59:17
445,helena,46.5927,-112.0361,59.99,23,75,17.27,US,2023-04-17 03:59:18
446,bonavista,48.6499,-53.1147,30.88,89,99,4.76,CA,2023-04-17 03:59:18
447,tigil,57.8,158.6667,35.22,88,100,10.89,RU,2023-04-17 03:59:18
448,axim,4.8699,-2.2405,79.65,84,98,3.58,GH,2023-04-17 03:59:19
449,wells,51.2079,-2.649,51.46,86,100,0.89,GB,2023-04-17 03:59:19
450,maputo,-25.9653,32.5892,65.23,86,20,4.0,MZ,2023-04-17 03:59:19
451,hoima,1.4356,31.3436,63.05,97,87,3.06,UG,2023-04-17 03:59:19
452,palana,59.1167,159.9667,30.47,93,100,5.55,RU,2023-04-17 03:59:20
453,santiago de cuba,20.0247,-75.8219,73.29,93,13,2.59,CU,2023-04-17 03:59:20
454,udachnyy,66.4167,112.4,26.46,79,100,9.71,RU,2023-04-17 03:59:20
455,rio gallegos,-51.6226,-69.2181,35.65,69,0,14.97,AR,2023-04-17 03:59:21
456,iqaluit,63.7506,-68.5145,-0.67,78,20,5.75,CA,2023-04-17 03:59:21
457,labuhan,-6.8844,112.2051,84.42,73,74,6.08,ID,2023-04-17 03:59:21
458,scalea,39.813,15.7956,51.1,79,100,1.79,IT,2023-04-17 03:59:22
459,salta,-24.7859,-65.4117,57.79,89,100,6.91,AR,2023-04-17 03:59:22
460,avera,33.194,-82.5271,65.71,72,100,10.54,US,2023-04-17 03:59:23
461,gazanjyk,39.2446,55.5154,48.4,34,1,10.94,TM,2023-04-17 03:59:23
462,sibolga,1.7427,98.7792,85.86,68,89,3.91,ID,2023-04-17 03:58:10
463,saquena,-4.6667,-73.5167,75.85,88,100,2.39,PE,2023-04-17 03:59:24
464,kupang,-10.1667,123.5833,88.38,74,40,6.91,ID,2023-04-17 03:59:24
465,petropolis,59.8944,30.2642,40.05,64,71,2.24,RU,2023-04-17 03:57:21
466,nuuk,64.1835,-51.7216,27.88,92,7,17.0,GL,2023-04-17 03:59:25
467,deniliquin,-35.5333,144.9667,65.86,45,0,5.46,AU,2023-04-17 03:59:25
468,iralaya,15.0,-83.2333,78.82,78,9,9.75,HN,2023-04-17 03:59:25
469,rundu,-17.9333,19.7667,67.17,49,72,8.03,NA,2023-04-17 03:59:25
470,komsomolsk,49.0097,33.6455,41.23,63,73,11.03,UA,2023-04-17 03:59:26
471,sartell,45.6216,-94.2069,36.18,70,0,18.99,US,2023-04-17 03:59:26
472,arrecife,28.963,-13.5477,64.38,82,0,6.91,ES,2023-04-17 03:59:26
473,mokobeng,-22.9965,27.6678,54.61,95,1,3.6,BW,2023-04-17 03:59:27
474,inongo,-1.95,18.2667,71.73,95,98,1.52,CD,2023-04-17 03:59:27
475,chalus,36.655,51.4204,51.26,100,100,11.5,IR,2023-04-17 03:59:27
476,qui nhon,13.7667,109.2333,84.6,73,100,9.73,VN,2023-04-17 03:59:28
477,vestmanna,62.1564,-7.1664,47.32,100,100,10.36,FO,2023-04-17 03:59:28
478,peterhead,57.5058,-1.7981,46.8,96,93,14.72,GB,2023-04-17 03:59:28
479,alekseyevka,50.6309,38.6903,40.8,65,100,5.23,RU,2023-04-17 03:59:29
480,the valley,18.217,-63.0578,78.82,75,3,10.09,AI,2023-04-17 03:59:29
481,novikovo,51.1537,37.8879,41.27,63,100,5.46,RU,2023-04-17 03:59:29
482,nuevo progreso,23.1667,-97.95,71.47,72,99,1.01,MX,2023-04-17 03:59:30
483,darnah,32.767,22.6367,62.29,53,9,6.35,LY,2023-04-17 03:59:30
484,prince rupert,54.3161,-130.3201,42.89,66,0,25.32,CA,2023-04-17 03:59:30
485,krasnyy yar,46.5331,48.3456,37.33,40,3,4.68,RU,2023-04-17 03:59:30
486,sangar,63.9242,127.4739,33.75,86,100,14.29,RU,2023-04-17 03:59:30
487,teshie,5.5836,-0.1072,82.96,83,20,5.75,GH,2023-04-17 03:59:31
488,berlevag,70.8578,29.0864,35.6,80,100,9.22,NO,2023-04-17 03:59:31
489,abbotsford,49.058,-122.2526,43.68,90,75,11.5,CA,2023-04-17 03:58:36
490,taoudenni,22.6783,-3.9836,80.89,9,0,7.31,ML,2023-04-17 03:59:32
491,metro,-5.1131,105.3067,85.98,65,92,1.45,ID,2023-04-17 03:59:32
492,mackay,-21.15,149.2,86.68,67,74,11.12,AU,2023-04-17 03:59:32
493,sylacauga,33.1732,-86.2516,57.33,50,40,6.91,US,2023-04-17 03:59:32
494,mayo,38.8876,-76.5119,72.09,80,75,16.11,US,2023-04-17 03:59:33
495,soyo,-6.1349,12.3689,78.22,84,100,3.27,AO,2023-04-17 03:59:33
496,port blair,11.6667,92.75,88.27,55,100,2.46,IN,2023-04-17 03:59:33
497,savannah bight,16.45,-85.85,80.6,83,0,22.19,HN,2023-04-17 03:59:33
498,tsiroanomandidy,-18.7667,46.0333,64.2,93,94,3.04,MG,2023-04-17 03:59:34
499,marzuq,14.4,46.4667,73.49,26,39,4.68,YE,2023-04-17 03:59:34
500,puerto rico,-26.796,-55.024,70.77,100,85,0.96,AR,2023-04-17 03:58:39
501,arawa,-6.2132,155.5367,87.01,58,6,2.51,PG,2023-04-17 03:59:34
502,pascagoula,30.3658,-88.5561,60.84,87,0,0.0,US,2023-04-17 03:54:48
503,kungurtug,50.5994,97.5228,30.88,62,77,3.06,RU,2023-04-17 03:59:35
504,nabire,-3.3667,135.4833,87.13,65,41,6.44,ID,2023-04-17 03:59:35
505,ambon,-3.6954,128.1814,89.74,66,40,9.22,ID,2023-04-17 03:59:36
506,husavik,66.0449,-17.3389,41.59,87,100,9.89,IS,2023-04-17 03:59:36
507,rehoboth,-23.3167,17.0833,63.64,54,81,7.25,NA,2023-04-17 03:59:36
508,sindor,62.8629,51.8905,25.41,95,100,5.37,RU,2023-04-17 03:59:36
509,yar-sale,66.8333,70.8333,2.41,82,99,15.88,RU,2023-04-17 03:59:37
510,canar,-2.55,-78.9333,50.04,96,100,2.35,EC,2023-04-17 03:59:37
511,verkhoyansk,67.5447,133.385,26.92,82,100,2.04,RU,2023-04-17 03:59:37
512,bandarbeyla,9.4942,50.8122,81.21,71,46,4.9,SO,2023-04-17 03:59:37
513,oktyabrskiy,54.4815,53.471,38.46,57,17,6.67,RU,2023-04-17 03:59:38
514,mundargi,15.2167,75.9,87.8,45,12,5.82,IN,2023-04-17 03:59:38
515,jaca,42.569,-0.5499,37.11,77,11,4.56,ES,2023-04-17 03:59:38
516,beberibe,-4.1797,-38.1306,77.13,89,100,5.7,BR,2023-04-17 03:59:39
517,murray bridge,-35.1167,139.2667,71.13,42,0,4.9,AU,2023-04-17 03:59:39
518,gladstone,-23.85,151.25,87.78,54,40,10.36,AU,2023-04-17 03:59:39
519,kala nera,39.3063,23.12,54.79,74,95,3.71,GR,2023-04-17 03:59:39
520,tuatapere,-46.1333,167.6833,61.93,70,100,4.5,NZ,2023-04-17 03:59:39
521,puerto narino,-3.7703,-70.3831,74.08,99,100,2.57,CO,2023-04-17 03:59:40
522,escanaba,45.7453,-87.0646,39.51,100,100,6.91,US,2023-04-17 03:59:40
523,wittingen,52.7269,10.7361,42.8,95,78,6.02,DE,2023-04-17 03:59:40
524,halifax,44.6453,-63.5724,45.7,92,100,3.44,CA,2023-04-17 03:59:40
525,broome,42.2506,-75.833,65.19,81,59,8.99,US,2023-04-17 03:59:41
526,isangel,-19.55,169.2667,87.91,74,75,4.61,VU,2023-04-17 03:59:41
527,christchurch,-43.5333,172.6333,65.32,79,60,17.27,NZ,2023-04-17 03:58:17
528,salamanca,40.8333,-6.0,45.99,50,32,7.78,ES,2023-04-17 03:59:42
529,plettenberg bay,-34.0527,23.3716,60.69,52,0,1.81,ZA,2023-04-17 03:59:42
530,amahai,-3.3333,128.9167,87.49,66,15,6.69,ID,2023-04-17 03:59:42
531,thung song,8.1645,99.6804,96.84,100,100,4.03,TH,2023-04-17 03:59:42
532,azoyu,16.7167,-98.7333,75.04,84,0,1.99,MX,2023-04-17 03:59:43
533,sioux lookout,50.1001,-91.917,24.87,86,100,13.8,CA,2023-04-17 03:56:24
534,watertown,42.3709,-71.1828,55.89,91,100,6.91,US,2023-04-17 03:59:43
535,vila franca do campo,37.7167,-25.4333,61.21,87,86,5.1,PT,2023-04-17 03:59:43
536,camacha,33.0833,-16.3333,60.22,82,40,13.8,PT,2023-04-17 03:59:44
537,nagua,19.3832,-69.8474,73.81,89,83,7.0,DO,2023-04-17 03:59:44
538,mana,5.6592,-53.7767,77.07,89,100,7.36,GF,2023-04-17 03:59:44
539,ahvaz,31.3203,48.6693,66.15,63,0,2.3,IR,2023-04-17 03:59:44
540,ojinaga,29.5667,-104.4167,72.55,35,0,18.41,MX,2023-04-17 03:59:44
541,ajdovscina,45.886,13.9095,50.0,84,100,4.97,SI,2023-04-17 03:59:44
542,tanglad,11.2917,125.5768,85.35,70,63,6.04,PH,2023-04-17 03:59:45
543,chilca,-12.5211,-76.7372,72.93,86,100,5.35,PE,2023-04-17 03:59:45
544,markdale,44.3168,-80.6497,50.31,91,100,14.14,CA,2023-04-17 03:59:45
545,stephenville,32.2207,-98.2023,59.13,36,0,0.0,US,2023-04-17 03:59:45
546,kaspiysk,42.8816,47.6392,44.78,65,20,20.13,RU,2023-04-17 03:59:46
547,nome,64.5011,-165.4064,12.11,69,1,5.57,US,2023-04-17 03:59:46
548,surazh,53.0175,32.3918,43.9,79,100,7.02,RU,2023-04-17 03:59:46
549,mbandaka,0.0487,18.2603,70.29,98,100,2.73,CD,2023-04-17 03:59:46
550,alto araguaia,-17.3147,-53.2153,70.2,87,27,3.13,BR,2023-04-17 03:59:46
551,jamiltepec,16.2833,-97.8167,72.21,79,1,2.24,MX,2023-04-17 03:59:47
552,arlit,18.7369,7.3853,78.28,14,1,7.31,NE,2023-04-17 03:59:47
553,farah,32.5,62.5,68.67,39,100,18.61,AF,2023-04-17 03:59:47
